noteId,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,toxicity_model
2002035068718473263,0.0003771590709220618,1.3458798093779478e-06,2.574423524492886e-05,8.126288594212383e-05,0.00010155088239116594,1.732977580104489e-05,1.2699498256552033e-05,detoxify-unbiased
2002062038403609027,0.0005243741325102746,1.393811430716596e-06,2.4987930373754352e-05,9.386415331391618e-05,0.00012986341607756913,2.6174586309934966e-05,1.4715386896568816e-05,detoxify-unbiased
2002400947079651434,0.00040522750350646675,1.4348994454849162e-06,2.6549392714514397e-05,8.134049130603671e-05,9.770636825123802e-05,1.896590765682049e-05,1.4604799616790842e-05,detoxify-unbiased
2002401738716758170,0.0005018222145736217,1.2186608273623278e-06,2.6729385353974067e-05,8.355570025742054e-05,0.00012894377869088203,1.826504012569785e-05,1.3175066669646185e-05,detoxify-unbiased
2002402117202407762,0.002008268143981695,8.051402801356744e-06,8.022085239645094e-05,0.0007187119917944074,0.0005647210055030882,6.691690941806883e-05,0.00021478920825757086,detoxify-unbiased
2002402523475247555,0.0010404662461951375,2.2009232907294063e-06,5.092682476970367e-05,0.00013576097262557596,0.00019174952467437834,5.5068263463908806e-05,3.354358341312036e-05,detoxify-unbiased
2002402991727325281,0.00038257939741015434,1.3012696626901743e-06,2.7861618946189992e-05,6.578987813554704e-05,0.00010507988190511242,1.6193402188946493e-05,1.2257707567187026e-05,detoxify-unbiased
2002746491090133304,0.0007403147174045444,1.2591726772370748e-06,3.402179936529137e-05,9.670390863902867e-05,0.00019030316616408527,1.8768438167171553e-05,1.4043590454093646e-05,detoxify-unbiased
2002747618565169415,0.0004952611052431166,1.2846530808019452e-06,3.061565075768158e-05,6.86641942593269e-05,0.00012238038470968604,1.7031617971952073e-05,1.4606861441279761e-05,detoxify-unbiased
2002748005879824500,0.0005278405733406544,1.2926683439218323e-06,2.9315340725588612e-05,8.53404781082645e-05,0.00014324006042443216,1.925285323522985e-05,1.3912767826695926e-05,detoxify-unbiased
2002748338349756760,0.00042656189179979265,1.453873778700654e-06,2.9291360988281667e-05,8.066869486356154e-05,0.00010795193520607427,2.119313103321474e-05,1.469990183977643e-05,detoxify-unbiased
2002748759650791776,0.0003487596404738724,1.294183107347635e-06,2.657707955222577e-05,6.963124906178564e-05,9.742938709678128e-05,1.5495957995881326e-05,1.1375502253940795e-05,detoxify-unbiased
2003118008487600634,0.0004617272934410721,1.6970453771136818e-06,2.9863682357245125e-05,9.435054380446672e-05,0.00010189844761043787,2.7031766876461916e-05,1.9597780919866636e-05,detoxify-unbiased
2003118574005518362,0.0004115144838578999,1.4064215747566777e-06,2.735339876380749e-05,7.849086250644177e-05,0.00010455294250277802,1.9662853446789086e-05,1.3464702533383388e-05,detoxify-unbiased
2003118835780477095,0.00910568330436945,0.00035014224704355,0.0013943871017545462,0.011918856762349606,0.0013912222348153591,0.0007590836612507701,0.0002071454655379057,detoxify-unbiased
2003253431918596558,0.0013343964237719774,1.3680460142495576e-06,5.335509922588244e-05,9.974124986911193e-05,0.0003969051758758724,2.1217640096438117e-05,1.720421641948633e-05,detoxify-unbiased
2003253661359608138,0.0015326754655689,1.8918856312666321e-06,6.25748944003135e-05,9.255200711777434e-05,0.000281980843283236,6.180335185490549e-05,2.6546176741248928e-05,detoxify-unbiased
2003470142462714103,0.00039894357905723155,1.259892201233015e-06,2.7656828024191782e-05,6.96203569532372e-05,0.00011096974048996344,1.4814415408181958e-05,1.160767442343058e-05,detoxify-unbiased
2003470874469417457,0.11820784211158752,0.00018739727966021746,0.0010740826837718487,0.13451214134693146,0.017438244074583054,0.000997637864202261,0.0008891730103641748,detoxify-unbiased
2003472545236889739,0.0014340283814817667,4.02693649448338e-06,8.613731188233942e-05,0.0004895756137557328,0.00036971914232708514,3.604160519898869e-05,0.00013649500033352524,detoxify-unbiased
2003473400635810153,0.0007664607837796211,1.3159458376321709e-06,4.372319745016284e-05,8.180254371836782e-05,0.00023240591690409929,1.8215934687759727e-05,1.546653402328957e-05,detoxify-unbiased
2003474291841478803,0.01788455806672573,5.725145911128493e-06,0.00018749109585769475,0.0005680520553141832,0.0019020684994757175,0.002403024584054947,0.00010788381041493267,detoxify-unbiased
2003834901037015066,0.013750246725976467,9.622963261790574e-06,5.229613816482015e-05,0.009684734977781773,0.0011322362115606666,0.00029234561952762306,3.885748446919024e-05,detoxify-unbiased
2003835655386726614,0.00041668585618026555,1.3690601008420344e-06,3.232464587199502e-05,6.43919556750916e-05,0.0001127554351114668,1.7084437786252238e-05,1.3978227798361331e-05,detoxify-unbiased
2003836032442065329,0.00044769319356419146,1.347184479527641e-06,3.1544659577775747e-05,6.555872096214443e-05,0.00011482153058750555,1.8647939214133658e-05,1.3134872460796032e-05,detoxify-unbiased
2003849985603813769,0.022538715973496437,9.367467282572761e-05,0.0005762633518315852,0.0014569758204743266,0.004559737164527178,0.0014008664293214679,0.0003917408757843077,detoxify-unbiased
2003939570434400560,0.0003981819609180093,1.3692376796825556e-06,2.6385507226223126e-05,7.893612928455696e-05,0.00010291302896803245,1.832691123127006e-05,1.2680281542998273e-05,detoxify-unbiased
2004321710774861921,0.000803233589977026,1.8757564248517156e-06,4.8956801038002595e-05,0.0001964587572729215,0.00015957880532369018,1.986522511288058e-05,1.9384617189643905e-05,detoxify-unbiased
2004322810437452056,0.00090943364193663,1.7715105968818534e-06,4.196781446808018e-05,9.239451173925772e-05,0.0001991231256397441,4.064609674969688e-05,2.527550714148674e-05,detoxify-unbiased
2004323874272358682,0.0003655770851764828,1.3641739542435971e-06,2.586684058769606e-05,7.51826519262977e-05,9.682035306468606e-05,1.713165511318948e-05,1.2758154298353475e-05,detoxify-unbiased
2004324208638149012,0.0005594248068518937,1.7573038348928094e-06,4.505228571360931e-05,6.8300636485219e-05,0.00011223217734368518,2.190664417867083e-05,1.7120288248406723e-05,detoxify-unbiased
2004324493527851513,0.015741653740406036,6.558986206073314e-05,0.00046288431622087955,0.01511277537792921,0.001165270688943565,0.0002640086750034243,0.00036870790063403547,detoxify-unbiased
2004687520081056009,0.049173399806022644,2.7880651032319292e-05,0.01018457766622305,0.001009198371320963,0.015673533082008362,0.00031040655449032784,0.0005183842149563134,detoxify-unbiased
2004688306563432680,0.001522138132713735,7.063199973345036e-06,8.099273691186681e-05,0.0005770087009295821,0.0002593035460449755,2.78683437500149e-05,6.0671824030578136e-05,detoxify-unbiased
2004688986694881325,0.0003639217757154256,1.3745076330451411e-06,2.6071300453622825e-05,6.683005631202832e-05,9.849459456745535e-05,1.8830740373232402e-05,1.3175393178244121e-05,detoxify-unbiased
2004690774655377709,0.00044573540799319744,1.4207868161975057e-06,3.108130840701051e-05,9.269420115742832e-05,0.00010779547301353887,1.637514287722297e-05,1.4398767234524712e-05,detoxify-unbiased
2004691234107887659,0.0006080805906094611,1.5959152506184182e-06,2.976442738145124e-05,0.00012401232379488647,0.00012935879931319505,3.0977265851106495e-05,1.561134195071645e-05,detoxify-unbiased
2005040541239533955,0.008576354011893272,8.152678492479026e-05,0.0006098136072978377,0.009613978676497936,0.0009981669718399644,0.0003048410580959171,6.40600046608597e-05,detoxify-unbiased
